,datetime,SPY,QQQ,IWM,VTI,EFA,EEM,IJH,GLD,IYR,TAN,LIT,FXI,ARKK,VGT,XLF,XLV,XLY,XLI,GOVT,LQD,HYG,XLK,XLE
335,2006-05-03,94.19836802363872,36.19047228325426,60.538044505647406,,42.12343696455124,25.693330017059147,63.15547678327215,67.13999938964844,36.332319691154616,,,18.616491270370318,,43.304088032588886,19.291298689244222,22.78221801413308,27.03845900801776,,,53.34561830359646,,17.125143213774834,36.227853656282655
336,2006-05-04,94.14811897928126,36.1556292259075,60.54598290190157,,42.03157870948701,25.624268850520263,63.022393575555824,66.76000213623047,36.6993002085556,,,18.625690125256238,,43.38179191413825,19.274101713735146,23.33387686581128,27.1101154018433,,,53.46910836441824,,17.14090654189892,35.49888171789329
337,2006-05-05,94.8447950957796,36.65186873734858,61.55443572998047,,42.656274264350444,26.00767701460872,63.61728135832513,67.51000213623047,37.144943892234785,,,18.807336585661616,,43.87387502674226,19.383026014693836,22.834393678711148,27.420623771862406,,,53.520581337825696,,17.243310672074845,36.06857965560736
338,2006-05-08,95.17516918230977,36.634482613134224,61.55445055705095,,43.115588691458974,26.248209009009944,63.906850441821966,67.19999694824219,37.48047750795013,,,19.184395806719184,,43.727106205753394,19.61234770557759,22.89403788361238,27.55598600243026,,,53.55661894599203,,17.28270521822441,35.603019528830465
339,2006-05-09,95.11053329705582,36.651884678196126,61.59414044836302,,43.06659885653849,26.362519052003773,64.03991667783049,68.54000091552734,37.774085193918935,,,19.05104128561545,,43.72711273456776,19.474755411179956,22.87912712837525,27.603748688786133,,,53.46912166669034,,17.353594188038837,35.77454053894477
340,2006-05-10,95.10336402346462,36.50389773848069,61.44325530505389,,43.084973102673935,26.4720596170613,63.80513260254463,69.2699966430664,37.564378335421125,,,19.000460448830385,,43.6148800024014,19.52062152489753,22.74493673253979,27.651521289591514,,,53.52572154526184,,17.251189914199227,36.00119046211593
341,2006-05-11,95.17515398563337,36.24271353534954,61.23680645426422,,43.07272287197172,26.241068729022544,63.78945770549476,71.9800033569336,37.68493711704768,,,19.0878313313759,,42.78610297855863,19.53782070391514,22.774754995045384,27.611714612009223,,,53.520547150003544,,16.95185157659436,36.760787100740885
342,2006-05-12,93.63093527058317,35.31117673648319,59.402540475655925,,42.51540396559645,25.433752660876703,62.803256887145395,71.83999633789062,36.5944525918942,,,18.669378701217497,,41.888231898858905,18.91866013726955,22.64802244103913,27.269349685318247,,,53.417672374401754,,16.621011273475865,35.866427995874645
343,2006-05-15,92.50330578414885,34.841050384452515,57.917676590416214,,41.56612125987784,24.528809085910197,61.370895524922744,68.68000030517578,36.07018186017536,,,18.117575924486303,,41.84507590326228,18.99892365234069,22.70766069885835,27.11012947284111,,,53.273560060292404,,16.47921074473873,34.077701495370576
344,2006-05-16,93.199964543389,34.97163659057918,58.33060400845884,,41.817212980822696,24.24303658677655,61.503940151437014,68.31999969482422,36.67833569993855,,,18.129069805918903,,41.60335164181192,19.182385343636973,22.961131356863,27.141958619063935,,,53.41253860530617,,16.54222925047615,34.243109860303996
345,2006-05-17,92.41708367570166,34.54504162293932,57.5286070068878,,41.40688953939017,23.945359066449335,60.89347628459928,69.51000213623047,36.227458498143186,,,18.232534706127712,,41.30118160003914,19.016127732162687,22.953674940801907,26.926990554793257,,,53.43306233945644,,16.30591817787336,33.844935089062965
346,2006-05-18,91.46901865649976,34.379648101105964,57.50479821369236,,40.56784817114245,23.676250343567176,60.34561570947553,68.69000244140625,36.16979199864919,,,17.722114222964805,,41.07672726409518,18.775344991069677,22.834397810395604,26.71201783265669,,,53.46912884547623,,16.345304867982566,33.2997247945186
347,2006-05-19,91.12425738913487,34.12714581833999,56.68693098991533,,40.20651426173616,23.400004808597892,59.750734092927644,65.76000213623047,35.70319429270927,,,17.860065222170373,,40.66231793801748,18.700808241589492,22.730019677008276,26.69610362305961,,,53.695554308140025,,16.132616528164956,32.69940035851982
348,2006-05-22,90.70050427952955,33.961746768339,56.56780423039111,,39.410341317157524,22.623659501243257,59.281142508107145,64.41999816894531,35.545912724828774,,,16.738064511646083,,40.69685763765633,18.649216988416516,22.484017583659064,26.64832304918203,,,53.82422869269369,,16.069598981626143,32.527877492701926
349,2006-05-23,91.34690307628071,34.17940187027051,57.076010709264224,,39.88192299976586,22.930861665947198,59.60988805510879,65.98999786376953,35.80804043444145,,,17.128924676670508,,40.83500180464008,18.71226806301527,22.551104342774128,26.688138641557114,,,53.62349743163176,,16.266538298426692,33.51412734627719
350,2006-05-24,90.26953474327628,33.543875094023356,55.97227787065942,,39.60019393976197,22.430764173251408,58.858495761558885,64.83000183105469,35.388610474354515,,,17.027760768647116,,40.1961516334697,18.517354193867913,22.40946494797026,26.282075134419504,,,53.82936715792564,,16.04596165967127,32.52788115849808
351,2006-05-25,91.16017312936813,34.048801309192434,56.77422990500817,,39.79005220869969,22.366460722034166,60.517777304240205,64.12000274658203,35.467269263116386,,,16.788645815158443,,40.92132079749898,18.66068245594506,22.59584515408507,26.560748257520896,,,53.824180085918556,,16.266530905336822,32.95055394964708
352,2006-05-26,91.9430797495526,34.344821857888796,57.68742747515742,,40.39023971557617,23.159481366460387,59.82118700213328,65.01000213623047,36.09115312527804,,,17.202498064335774,,41.11125946044922,18.82693012551879,22.73002830786575,26.815525429496745,,,53.752181934562444,,16.32954762810605,33.6243957193636
353,2006-05-30,91.91434059320112,34.214223062656345,57.417443589651285,,40.11464005701313,22.826082288047107,59.93857919027233,65.19999694824219,36.27988550937419,,,17.082946819155648,,40.722762012876125,18.907195934518835,22.61820624569858,26.608513281240963,,,53.72124301246877,,16.24289862374662,34.05931585672283
354,2006-05-31,90.94469737763983,33.70058301279293,56.22638437181331,,40.01054215893189,22.14737083290637,59.17940674047692,65.52999877929688,36.27989459588192,,,16.72656971649827,,40.48103643181724,18.66641024263384,22.50638830795918,26.45724443234851,,,53.716143789947914,,16.156247262323408,33.103702762004744
