,datetime,SPY,QQQ,IWM,VTI,EFA,EEM,IJH,GLD,IYR,TAN,LIT,FXI,ARKK,VGT,XLF,XLV,XLY,XLI,GOVT,LQD,HYG,XLK,XLE,VIT
1107,2009-05-28,69.58838653564453,30.754304885864258,40.50239181518555,,30.787248611450195,24.645193099975586,46.13072204589844,94.23999786376953,20.021774291992188,71.93214416503906,,26.06340217590332,,,7.582494735717773,19.95258140563965,18.87602996826172,16.656734466552734,,58.50517654418945,33.74524688720703,,32.36061096191406,
1108,2009-05-29,70.82063293457031,31.132673263549805,41.33452224731445,,31.40272331237793,25.021570205688477,46.986183166503906,96.19999694824219,20.570316314697266,72.15531921386719,,26.9355411529541,,,7.721394062042236,20.298358917236328,19.191463470458984,17.05873680114746,,59.365814208984375,33.99860763549805,,32.96659851074219,
1109,2009-06-01,72.53507995605469,32.02143096923828,42.9493408203125,,32.17703628540039,26.07542610168457,48.55050277709961,95.7300033569336,21.4357967376709,77.43678283691406,,28.492433547973633,,,7.803468704223633,20.43195152282715,20.11284637451172,17.84758186340332,,59.346351623535156,34.80310821533203,,34.17862319946289,
1110,2009-06-02,72.59632873535156,32.065425872802734,43.484867095947266,,32.45499801635742,25.699047088623047,48.803077697753906,96.36000061035156,21.118865966796875,78.25503540039062,,27.908592224121094,,,7.677198886871338,20.557687759399414,20.278865814208984,17.87791633605957,,59.784908294677734,34.70172882080078,,34.08930206298828,
1111,2009-06-03,71.6778793334961,31.9686336517334,43.196510314941406,,31.488767623901367,24.788217544555664,48.04536819458008,94.41000366210938,21.070104598999023,74.23815155029297,,27.404056549072266,,,7.576180934906006,20.510536193847656,20.013240814208984,17.529008865356445,,60.089447021484375,34.503326416015625,,32.77522659301758,
1112,2009-06-04,72.35139465332031,32.32942199707031,43.8144416809082,,31.687297821044922,25.24740219116211,48.68086624145508,96.2300033569336,21.691789627075195,80.3378677368164,,27.93021583557129,,,7.847664833068848,20.22763442993164,20.054752349853516,17.84758186340332,,59.827552795410156,34.60914611816406,,33.515201568603516,
1113,2009-06-05,72.36672973632812,32.364620208740234,43.830909729003906,,31.296842575073242,25.30008888244629,48.5667839050293,93.70999908447266,21.41750717163086,79.22206115722656,,28.139245986938477,,,7.7782158851623535,20.26692008972168,19.930233001708984,17.99928855895996,,59.51081466674805,34.719329833984375,,33.24091339111328,
1114,2009-06-08,72.06822204589844,32.2678108215332,43.311859130859375,,31.230648040771484,24.90865707397461,48.273502349853516,93.55999755859375,21.338279724121094,79.1476821899414,,27.78606605529785,,,7.835033893585205,20.046884536743164,20.11284637451172,18.044790267944336,,59.38897705078125,34.78106689453125,,33.16435623168945,
1115,2009-06-09,72.43559265136719,32.51420593261719,43.50960922241211,,31.614500045776367,24.953824996948242,48.64011764526367,93.83000183105469,21.362661361694336,80.3378677368164,,27.440092086791992,,,7.8918561935424805,19.94472885131836,20.22906494140625,18.006864547729492,,59.8397331237793,34.84719467163086,,33.48969268798828,
1116,2009-06-10,72.25190734863281,32.399818420410156,43.33657455444336,,31.674070358276367,25.26997947692871,48.5667839050293,93.86000061035156,20.95429801940918,85.2474136352539,,28.232942581176758,,,7.7718987464904785,19.858285903930664,19.930233001708984,17.893085479736328,,59.66307067871094,34.89125442504883,,33.78948974609375,
1117,2009-06-11,72.57339477539062,32.399818420410156,43.35306167602539,,32.21675491333008,25.81196403503418,48.70529556274414,93.69999694824219,20.564233779907227,85.47057342529297,,28.917692184448242,,,7.835033893585205,20.070457458496094,19.830625534057617,17.862754821777344,,59.87018585205078,34.97059631347656,,34.46566390991211,
1118,2009-06-12,72.77235412597656,32.25020980834961,43.484867095947266,,32.05128860473633,25.397953033447266,48.71345520019531,92.16999816894531,21.14324378967285,82.5694808959961,,28.514055252075195,,,7.885541915893555,20.141185760498047,19.805723190307617,17.893085479736328,,60.314823150634766,35.1513557434082,,34.13396072387695,
